Date,Infra,Bank,Auto,Metal
09-Mar-07,8602.3,6451.24,4843.65,2299.09
12-Mar-07,8745.9,6469.41,4898.08,2305.39
13-Mar-07,8852.51,6538.68,4947.66,2314.07
14-Mar-07,8559.83,6268.28,4854.2,2346.65
15-Mar-07,8557.65,6191.43,4818.68,2305.11
16-Mar-07,8334.96,6107.72,4794.72,2192.72
19-Mar-07,8508.75,6218.19,4846.34,2177.22
20-Mar-07,8549.47,6291.27,4856.96,2223.54
21-Mar-07,8648.18,6545.33,4894.01,2307.45
22-Mar-07,8973.06,6827.35,5045.93,2296.99
23-Mar-07,9129.78,6822.33,5039.92,2259.55
26-Mar-07,9038.49,6687.22,4950.03,2246.77
28-Mar-07,8891.63,6535.25,4819.86,2324.94
29-Mar-07,9000.14,6507.65,4803.59,2385.26
30-Mar-07,9074.72,6542.01,4869.13,2439.71
02-Apr-07,8621.36,6152.59,4569.91,2449.56
03-Apr-07,8718.07,6182.44,4612.32,2438.51
04-Apr-07,8912.32,6253.61,4591.92,2416.57
05-Apr-07,8955.49,6371.69,4605.7,2418.07
09-Apr-07,9213.99,6580.99,4683.91,2449.94
10-Apr-07,9239.97,6598.59,4694.27,2502.21
11-Apr-07,9342.38,6552.92,4700.34,2507.81
12-Apr-07,9271.18,6470.32,4680.55,2530.13
13-Apr-07,9470.97,6639.84,4818.16,2387.59
16-Apr-07,9745.82,6722.81,4888.81,2367.37
17-Apr-07,9688.82,6738.5,4865.27,2367.38
18-Apr-07,9678.17,6810.72,4843.53,2365.25
19-Apr-07,9654.29,6848.85,4810.28,2365.23
20-Apr-07,9797.9,6914.37,4831.34,2417.09
23-Apr-07,9770.82,6881.84,4802.91,2469.9
24-Apr-07,9794.62,7161.4,4882.03,2484.06
25-Apr-07,9803.17,7237.35,4941.8,2536.79
26-Apr-07,9892.23,7256.69,4978.88,2552.3
27-Apr-07,9824.09,7086.88,4944.55,2589.04
30-Apr-07,9880.45,6882.89,4998.71,2555.86
03-May-07,10063.23,6934.12,5070.95,2573.32
04-May-07,9936.34,6874.49,5064.02,2559.59
07-May-07,9925.78,6820.67,5039.06,2488.15
08-May-07,9899.72,6752.64,4980.06,2477.32
09-May-07,9945.29,6851.35,5007.06,2398.93
10-May-07,9873.68,6863.9,4997.33,2385.15
11-May-07,9871.53,6905.1,5022.87,2393.61
14-May-07,9982.53,7074.23,5021.08,2364.09
15-May-07,9934.06,7191,4996.98,2299.57
16-May-07,10082.93,7413.32,5045.1,2309.54
17-May-07,10135.92,7538.25,5003.68,2216.84
18-May-07,10157.44,7603.97,4910.46,1954.79
21-May-07,10197.01,7680.71,4886.84,1836.41
22-May-07,10254.09,7659.09,4890.22,1953.35
23-May-07,10296.52,7589.51,4837.41,1860.53
24-May-07,10252.98,7479.29,4841.56,2002.67
25-May-07,10512.75,7467.38,4860.08,1984.97
28-May-07,10598.38,7564.08,4917.9,1996.37
29-May-07,10896.14,7600.79,4957.53,1982.02
30-May-07,11079.43,7505.22,4948.16,1965.16
31-May-07,11153.99,7607.35,5012.28,2010.69
01-Jun-07,11241.76,7682.64,5030.2,2069.87
04-Jun-07,11102.87,7741.56,4948.37,2101.48
05-Jun-07,11154.27,7823.97,4960.25,2045.22
06-Jun-07,10981.01,7594.85,4868.44,1980.38
07-Jun-07,10958.41,7512.09,4812.08,1937.29
08-Jun-07,10841.37,7441.25,4700.71,1844.08
11-Jun-07,10863,7427.55,4703.93,1826.64
12-Jun-07,10856.32,7453.52,4646.26,1868.38
13-Jun-07,10724.38,7368.69,4628.54,1959.63
14-Jun-07,10972.02,7417.66,4667.35,2011.84
15-Jun-07,11156.78,7461.59,4674.8,2017
18-Jun-07,11104.24,7479.15,4633.97,2021.79
19-Jun-07,11358.06,7681.51,4697.47,1979.48
20-Jun-07,11499.91,7790.27,4762.06,2027.65
21-Jun-07,11736.76,7827.9,4796.07,2015.76
22-Jun-07,11698.03,7835.34,4805.03,2045.36
25-Jun-07,11830.08,7830.68,4766.06,2085.45
26-Jun-07,11949.91,7802.33,4788.09,2064.33
27-Jun-07,11988.05,7752.52,4746.24,2092.71
28-Jun-07,12071.55,7786.72,4714.18,2066.76
29-Jun-07,12299.36,8009.94,4739.57,1971.25
02-Jul-07,12429.15,7990.48,4791.06,1961.12
03-Jul-07,12536.91,8140.7,4803.31,1975.68
04-Jul-07,12572.63,8158.98,4837.65,1909.76
05-Jul-07,12618.94,8188.01,4881.94,1934.94
06-Jul-07,12776.68,8123.79,4903.45,1982.37
09-Jul-07,12901.82,8179.72,4888.89,1951.33
10-Jul-07,12760.17,8104.09,4945.84,1815.62
11-Jul-07,12755.97,8088.78,4920.28,1860.55
12-Jul-07,12940.79,8215.51,5006.55,1735.42
13-Jul-07,13059.18,8281.75,5058.45,1708.94
16-Jul-07,13007.01,8386.65,5080.79,1712.54
17-Jul-07,12802.88,8351.82,5017.93,1664.13
18-Jul-07,12675.13,8371.91,5051.9,1750.81
19-Jul-07,12876.18,8453.97,5147.58,1758.41
20-Jul-07,13070.08,8394.76,5125.21,1766.82
23-Jul-07,13596.2,8355.17,5198.49,1841.67
24-Jul-07,13767.31,8356.45,5125.51,1773.47
25-Jul-07,13428.8,8284.36,5022.8,1755.66
26-Jul-07,13247.03,8185.52,5096.44,1739.9
27-Jul-07,12748.77,7920.19,4943.5,1743.28
30-Jul-07,12698.97,8055.14,4925.47,1724.74
31-Jul-07,13321.78,8148.68,4933.83,1764.06
01-Aug-07,12697.41,7828.46,4771.54,1737.33
02-Aug-07,12791.94,7946.8,4747.08,1762.58
03-Aug-07,12976.28,8048.51,4796.65,1771.07
06-Aug-07,12739.99,7962.96,4746.12,1780.13
07-Aug-07,12804.66,7929.12,4743.8,1789.45
08-Aug-07,13032.66,8076.32,4810.74,1804.5
09-Aug-07,12883.72,7975.48,4769.15,1857.78
10-Aug-07,12768.35,7773.71,4736.4,1917.9
13-Aug-07,12815.39,7827.77,4825.93,1945.74
14-Aug-07,12780.51,7846.29,4811.59,1946.57
16-Aug-07,12214.56,7421.33,4662.17,1921.97
17-Aug-07,12029.9,7351.37,4560.85,1949.39
20-Aug-07,12330.37,7662.45,4599.04,1938.6
21-Aug-07,11989.97,7324.3,4475.14,1984.23
22-Aug-07,12397.5,7387.92,4473.79,1968.43
23-Aug-07,12336.67,7224.29,4463.46,1949.05
24-Aug-07,12622.23,7315.43,4569.26,1952.47
27-Aug-07,13080.02,7654.98,4682.97,1945.06
28-Aug-07,13117.22,7636.21,4676.31,1936.04
29-Aug-07,13246.71,7652.78,4711.69,1936.58
30-Aug-07,13306.72,7751.5,4776.7,1903.95
31-Aug-07,13424.74,7858.79,4878.05,1904.63
03-Sep-07,13588.78,7990.32,4899.58,1904.51
04-Sep-07,13632.61,8006.58,4874.32,1959.67
05-Sep-07,13566.71,8018.42,4876.96,1995.45
06-Sep-07,13658.66,8110.85,4937.54,2030.29
07-Sep-07,13613.24,8095.69,4889.83,2040.9
10-Sep-07,13654.29,8100.37,4900.37,2064.11
11-Sep-07,13714.26,8038.07,4867.13,2033
12-Sep-07,13664.18,7979.77,4875.78,1994.01
13-Sep-07,13723.88,8081.94,4939.34,1937.64
14-Sep-07,13701.56,8136.11,4885.47,1931.87
17-Sep-07,13704.85,8090.77,4897.17,1980.32
18-Sep-07,13863.03,8290.54,4922.64,1972.97
19-Sep-07,14112.99,8691.45,5094.31,1985.91
20-Sep-07,14392.46,8688.68,5136.85,1921.6
21-Sep-07,14520.17,8739.84,5193.5,1915.59
24-Sep-07,14837.71,8961.49,5297.26,1833.5
25-Sep-07,14763.61,8944.98,5250.27,1859.55
26-Sep-07,14654.35,9117.8,5215.27,1842.11
27-Sep-07,14691.07,9229.52,5270.66,1814.64
28-Sep-07,14679.84,9469.26,5332.26,1803.17
01-Oct-07,14688.96,9395.78,5316.33,1827.2
03-Oct-07,15069.2,9552.68,5391.6,1839.05
04-Oct-07,15253.33,9415.02,5412.19,1816.38
05-Oct-07,15742.59,9224.52,5365.56,1826.2
08-Oct-07,15445.63,8984.86,5270.71,1846.02
09-Oct-07,15934.44,9273.41,5428.34,1830.83
10-Oct-07,16631.35,9423.19,5456.93,1811.3
11-Oct-07,17088,9570.79,5603.85,1745.1
12-Oct-07,16614.69,9310.79,5514.53,1672.83
15-Oct-07,17119.7,9706.81,5613.37,1623.19
16-Oct-07,17113.94,9974.13,5598.78,1651.98
17-Oct-07,16824.54,9607.61,5476,1678.34
18-Oct-07,16140.49,9034.68,5393.48,1602.39
19-Oct-07,15429.29,8837.55,5296.93,1569.07
22-Oct-07,15568.76,9029.09,5301,1490.64
23-Oct-07,16777.18,9563.11,5452.59,1558.02
24-Oct-07,17112.32,9665.67,5404.26,1455.55
25-Oct-07,17314.13,9924.11,5503.58,1458.67
26-Oct-07,18540.15,10273.53,5616.97,1481.48
29-Oct-07,19847.66,10649.71,5656.43,1484.07
30-Oct-07,20006.57,10550.09,5479.89,1531.41
31-Oct-07,19795.32,10655.33,5507.17,1556.95
01-Nov-07,20141.19,10851.69,5391.37,1533.58
02-Nov-07,20386.41,11241.53,5423.1,1547.11
05-Nov-07,20052.28,11007.95,5328.69,1476.41
06-Nov-07,19697.29,10786.51,5277.24,1448.33
07-Nov-07,19738.36,10620.22,5295.39,1436.58
08-Nov-07,19646.57,10353.19,5229.11,1438.23
09-Nov-07,19655.29,10212.42,5207.21,1446.4
12-Nov-07,19624.6,10186.32,5109.95,1491.02
13-Nov-07,20292.56,10538.05,5136.25,1583.22
14-Nov-07,20866.85,11225.82,5241.96,1557.29
15-Nov-07,20905.87,11053.02,5249.26,1546.19
16-Nov-07,20643.71,11003.05,5284.01,1541.27
19-Nov-07,20806.42,10920.67,5413.24,1511.32
20-Nov-07,20349.42,10764.53,5339.29,1573.49
21-Nov-07,19302.78,10227.71,5170.85,1581.06
22-Nov-07,18815.18,10406.24,5179.16,1610.1
23-Nov-07,19316.12,10414.36,5256.55,1637.78
26-Nov-07,19751.65,10590.95,5295.63,1636.29
27-Nov-07,19752.73,10495.46,5348.21,1609.79
28-Nov-07,19554.19,10389.21,5404.15,1620.93
29-Nov-07,19410.48,10601.41,5419.51,1632.69
30-Nov-07,19637.38,10870.88,5469.5,1639.02
03-Dec-07,19962.48,10865.28,5546.58,1597.29
04-Dec-07,20175.93,10797.09,5639.08,1591.07
05-Dec-07,20403.26,11020.6,5691.81,1576.27
06-Dec-07,20377.24,11108.28,5699.57,1542.25
07-Dec-07,20218.88,11377.96,5651.3,1532.16
10-Dec-07,20130.92,11486.55,5677.39,1554.29
11-Dec-07,20299.75,11778.71,5761.43,1516.59
12-Dec-07,20308.27,11712.12,5770.02,1532.41
13-Dec-07,20061.96,11495.4,5765.56,1527.81
14-Dec-07,19862.51,11335.47,5743.8,1523.95
17-Dec-07,19129.14,10919.22,5569.24,1520.23
18-Dec-07,18902.71,10764.22,5564.87,1499.25
19-Dec-07,18898.17,10763.96,5525.64,1538.06
20-Dec-07,18725.69,10738.59,5541.26,1525.79
24-Dec-07,19223.88,11101.74,5586.83,1549.34
26-Dec-07,19654.31,11290.08,5642.9,1535.8
27-Dec-07,19642.26,11370.33,5606.39,1496.2
28-Dec-07,19645.23,11386.35,5595,1522.18
31-Dec-07,19755.39,11418,5667.45,1503.89
01-Jan-08,19747.8,11510.31,5716.49,1452.59
02-Jan-08,19707.25,11870.49,5761.05,1431.85
03-Jan-08,19530.2,11670.48,5729.57,1412.68
04-Jan-08,20029.24,11905.06,5687.65,1358.94
07-Jan-08,20150.56,12191.99,5665.72,1341.65
08-Jan-08,20214.92,12086.57,5594.26,1307.59
09-Jan-08,20075.34,12041.05,5544.15,1296.68
10-Jan-08,19666.06,12044.81,5440.35,1339.2
11-Jan-08,19485.88,12478.96,5413.01,1345.8
14-Jan-08,19521.35,12558.8,5374.47,1316.18
15-Jan-08,19146.91,12258.42,5335.3,1339.52
16-Jan-08,18673.8,12163.85,5271.09,1317.44
17-Jan-08,18931.82,11971.14,5307.74,1260.52
18-Jan-08,18333.63,11372.41,5147.74,1210.24
21-Jan-08,17087.82,10582.01,4664.53,1201.01
22-Jan-08,16452.73,10158.35,4475.56,1211.33
23-Jan-08,17221.13,10731.24,4675.33,1144.48
24-Jan-08,16382.48,10582.88,4567.13,1045.78
25-Jan-08,17463.18,11379.77,4842.87,1036.62
28-Jan-08,17116.36,11521.22,4926.14,993.55
29-Jan-08,16962.06,11120.42,4923.74,908.85
30-Jan-08,16625.91,10899.86,4812.46,959.83
31-Jan-08,16387.7,10713.91,4832.48,951.25
01-Feb-08,16434.41,10890.27,5004.87,896.78
04-Feb-08,16797.31,11110.91,5107.7,871.6
05-Feb-08,16921.37,10937.6,5024.67,822.56
06-Feb-08,16571.65,10690.01,4900.05,816.2
07-Feb-08,16120.62,10384.77,4783.8,844.58
08-Feb-08,15859.11,10159.42,4741.49,792.93
11-Feb-08,15034.07,9744.88,4580.7,734.76
12-Feb-08,14873.21,9867.36,4508.59,658.25
13-Feb-08,15141.81,10143.07,4555.07,633.91
14-Feb-08,16282.17,10614.09,4689.41,710.92
15-Feb-08,16418.3,10884.42,4768.59,770.02
18-Feb-08,16322.65,10944.85,4789.13,801.73
19-Feb-08,16392.27,10963.76,4866.49,825.65
20-Feb-08,15932.87,10609.81,4758.64,780.58
21-Feb-08,15837.9,10478.94,4801.06,733.67
22-Feb-08,15656.16,10150.22,4707.66,751.75
25-Feb-08,15800.27,10113.14,4721.15,808.64
26-Feb-08,16124.36,10189.48,4746.46,754.44
27-Feb-08,16506.67,10156.52,4773.34,735.51
28-Feb-08,16598.88,10073.91,4829.86,711.7
29-Feb-08,16119.52,10113.73,4887.17,699.98
03-Mar-08,15182.63,9434.44,4848.05,674.48
04-Mar-08,14822.28,9056.76,4859.21,665.29
05-Mar-08,14688.4,8916.03,4849.86,643.49
07-Mar-08,14025.12,8477.46,4634.7,654.75
10-Mar-08,13341.09,8438.99,4653.96,646.31
11-Mar-08,14060.65,8487.24,4669.34,636.16
12-Mar-08,14101.56,8554.85,4649.51,653.66
13-Mar-08,13309.34,8076.8,4535.65,653.66
14-Mar-08,13579.94,8323.09,4539.07,647.89
17-Mar-08,12706.31,7569.16,4329.46,643.03
18-Mar-08,12933.88,7493.97,4339.07,638.05
19-Mar-08,13095.72,7495.26,4398.25,648.72
24-Mar-08,13225.91,7744.35,4404.48,685.06
25-Mar-08,13867.6,8371.34,4582.05,673.52
26-Mar-08,13794.04,8301.8,4588.46,688.91
27-Mar-08,13714.74,8176.66,4532.68,741.8
28-Mar-08,14455.44,8200.24,4580.07,750.71
31-Mar-08,14009.02,7717.61,4524.77,752.32
01-Apr-08,13559.93,7643.55,4469.6,788.06
02-Apr-08,13498.15,7822.56,4539.52,802.19
03-Apr-08,13214.73,7820.62,4490.94,776.25
04-Apr-08,12620.35,7589.96,4378.54,794.21
07-Apr-08,12755.93,7904.09,4433.98,793.27
08-Apr-08,12528.84,7952.81,4415.37,784.5
09-Apr-08,12862.47,8192.26,4417.65,764.76
10-Apr-08,12899.13,7951.6,4403.12,751.21
11-Apr-08,13267.51,7900.97,4427.06,734.51
15-Apr-08,13421.59,8002.4,4464.93,754.64
16-Apr-08,13352.06,8043.71,4466.17,767.5
17-Apr-08,13392.48,8295.84,4509.81,767.19
21-Apr-08,13669.39,8580.72,4548.08,797.1
22-Apr-08,13928.71,8716.83,4546.21,803.1
23-Apr-08,13770.97,8552.46,4579.55,833.02
24-Apr-08,13820.43,8582.05,4570.99,861.55
25-Apr-08,13921.87,8868.08,4603.56,816.52
28-Apr-08,13755.04,8816.84,4577.2,782.2
29-Apr-08,13931.17,8964.75,4646.62,753.12
30-Apr-08,13931.25,8819.68,4726,747.18
02-May-08,14244.87,9142.18,4861.15,765.15
05-May-08,14210.03,9130.61,4812.13,741.75
06-May-08,13954.55,9088.7,4772.1,754.75
07-May-08,13641.62,9016.91,4786.88,764.53
08-May-08,13375.19,8755.48,4766.96,742.67
09-May-08,13109.36,8511.65,4723.87,721.25
12-May-08,13121.82,8565.13,4688.31,710.1
13-May-08,13060.97,8601.84,4669.95,689.73
14-May-08,13146.06,8596.52,4718.89,716.29
15-May-08,13600.8,8806.01,4730.24,735.33
16-May-08,13696.75,8941.28,4757.3,735.29
20-May-08,13563.48,8763.85,4763.69,755.71
21-May-08,13670.08,8639.9,4782.9,731.35
22-May-08,13341.91,8375.89,4684.83,737.65
23-May-08,13192.42,8232.16,4619.9,748.7
26-May-08,12833.68,7939.25,4532.03,749.76
27-May-08,12784.14,7754.64,4535.64,771.88
28-May-08,12571.91,7933.5,4562.03,791.9
29-May-08,12827.03,7718.81,4410.81,789.43
30-May-08,13150.64,7714.59,4355.76,783.26
02-Jun-08,12808.75,7454.33,4358.21,777.82
03-Jun-08,12521.25,7397.25,4370.05,794.34
04-Jun-08,12115.82,7210.37,4225.59,767.63
05-Jun-08,12111.63,7348.58,4222.01,742.85
06-Jun-08,12032.64,7266.28,4227.32,746.04
09-Jun-08,11635.63,7033.32,4123.64,744.4
10-Jun-08,11617.57,6862.33,4119.58,729.78
11-Jun-08,11901.49,7018.42,4152.31,722.07
12-Jun-08,11989.71,7037.89,4148.55,728.89
13-Jun-08,12019.16,7056.24,4129.79,735.99
16-Jun-08,12103.2,7255.63,4123.88,726.23
17-Jun-08,12363.27,7567.17,4174.77,701.64
18-Jun-08,12119.33,7306.44,4179.54,700.12
19-Jun-08,11667.69,7013.18,4144.13,715.11
20-Jun-08,11399.79,6804.78,4042.86,702.38
23-Jun-08,10797.01,6630.58,3923.41,710.46
24-Jun-08,10639.6,6499.66,3842.77,699.24
25-Jun-08,10802.18,6475.81,3860.88,713.99
26-Jun-08,10887.23,6471.59,3894.75,751.17
27-Jun-08,10442.14,6125.95,3689.92,762.89
30-Jun-08,10080.69,5915.98,3585.62,758.83
01-Jul-08,9744.31,5583.59,3409.47,771.27
02-Jul-08,10318.14,5919.63,3498.05,774.43
03-Jul-08,10007.28,5647.79,3377.76,782.25
04-Jul-08,10686.55,5820.83,3432.41,819.48
07-Jul-08,10708.42,5892.79,3508.96,807.91
08-Jul-08,10854.14,5896.14,3498.38,825.71
09-Jul-08,11364.76,6183.53,3606.02,849.19
10-Jul-08,11340.05,6165.25,3565.67,877.71
11-Jul-08,10774.38,6044.76,3529.44,834.93
14-Jul-08,10740.01,5970.52,3566.49,852.87
15-Jul-08,10175.75,5508,3477.28,858.9
16-Jul-08,10160.53,5400.24,3394.49,902.62
17-Jul-08,10762.01,5727.6,3535.78,919.86
18-Jul-08,11146.51,6188.89,3600.93,935.48
21-Jul-08,11062.86,6428.71,3663.16,959.84
22-Jul-08,11406.3,6628.98,3628.06,992.77
23-Jul-08,12339.77,7291.5,3768.18,1030.72
24-Jul-08,12119.16,7163.48,3771.16,977.6
25-Jul-08,11738.27,6751.86,3725.99,969.23
28-Jul-08,11906.81,6761.82,3723.8,985.75
29-Jul-08,11320.6,6199.6,3573.21,971.88
30-Jul-08,11628.37,6522.62,3672.86,963.85
31-Jul-08,11683.8,6516.41,3679.51,1002.6
01-Aug-08,12132,6728.65,3656.49,1021.85
04-Aug-08,12028.96,6767.61,3668.59,1013.1
05-Aug-08,12279.77,7217.98,3819.17,972.16
06-Aug-08,12482.88,7235.38,3919.64,987.82
07-Aug-08,12394.9,7283.15,3967.03,987.82
08-Aug-08,12565.88,7395.03,3970.27,1048.88
11-Aug-08,12846.45,7702.35,4057.5,1069.8
12-Aug-08,12740.29,7437.27,3999.7,1051.2
13-Aug-08,12606.94,7271.4,3990.07,1101.84
14-Aug-08,12138.72,6902.96,3933.05,1077.39
18-Aug-08,12088.57,6885.37,3882.66,1057.35
19-Aug-08,12062.41,6892.18,3849.33,1071.62
20-Aug-08,12269.52,6935.78,3858.27,1064.57
21-Aug-08,11907.73,6577.91,3800.18,1058.58
22-Aug-08,11925.36,6655.76,3839.52,1079.85
25-Aug-08,11857.49,6745.72,3865.85,1225.05
26-Aug-08,11893.41,6862.54,3916.49,1268.85
27-Aug-08,11754.87,6715.45,3914.25,1332.97
28-Aug-08,11492.5,6596.41,3911.45,1318.89
29-Aug-08,11886.62,7009.69,4001.23,1320.3
01-Sep-08,11863.78,7021.35,3989.41,1337.14
02-Sep-08,12303.24,7446.52,4037.57,1309.61
04-Sep-08,12188.18,7434.73,4040.95,1358.38
05-Sep-08,11980.6,7172.85,3983.05,1372.22
08-Sep-08,12424.02,7464.24,4052.15,1405.4
09-Sep-08,12366.39,7368.33,4015.78,1472.2
10-Sep-08,12233.8,7325.35,4000.39,1501.1
11-Sep-08,11941,7210.66,3961.44,1534.63
12-Sep-08,11836.58,7029.22,3951.83,1520.59
15-Sep-08,11366.92,6792.02,3880.57,1528.48
16-Sep-08,11281.99,6852.41,3880.02,1435.5
17-Sep-08,11142.91,6592.96,3877.9,1482.18
18-Sep-08,11248.5,6769.63,3906.07,1520.57
19-Sep-08,11740.07,7109.88,3958.25,1538.37
22-Sep-08,11477.09,7102.29,3914.28,1540.46
23-Sep-08,11218.8,6804.42,3849.46,1502.42
24-Sep-08,11340.8,6886.65,3849.27,1523.46
25-Sep-08,11257.13,6863.47,3852.54,1448.5
26-Sep-08,10795.19,6570.54,3734.44,1378.3
29-Sep-08,10270.6,6175.1,3624.24,1408.04
30-Sep-08,10581.13,6478.85,3674.98,1374.24
01-Oct-08,10592.91,6688.28,3687.73,1361.89
03-Oct-08,10238.99,6428.95,3654.25,1387.5
06-Oct-08,9494.93,6172,3526.4,1382.56
07-Oct-08,9118.52,6039.25,3511.96,1416.98
08-Oct-08,8793.37,5772.27,3442.66,1435.86
10-Oct-08,7983.04,5319.5,3255.68,1394.35
13-Oct-08,8776.12,5973.84,3415.65,1400.14
14-Oct-08,8876.2,6038.07,3428.75,1433.55
15-Oct-08,8088.01,5841.6,3309.46,1448.42
16-Oct-08,7664.8,5866.76,3195.91,1365.82
17-Oct-08,7241.36,5546.69,3099.6,1382.41
20-Oct-08,7170.5,5695.72,3072.52,1341.96
21-Oct-08,7563.42,5842.23,3123.27,1356.37
22-Oct-08,7226.93,5504.58,2985.16,1337.22
23-Oct-08,7244.86,5321.14,2769.79,1300.44
24-Oct-08,6610.89,4649.87,2480.96,1365.94
27-Oct-08,6339.8,4472.02,2333.93,1423.52
28-Oct-08,6784.02,4704.68,2483.85,1419.11
29-Oct-08,6683.71,4674.34,2524.4,1451.64
31-Oct-08,7017.61,5011.24,2685.62,1485.49
03-Nov-08,7592.22,5387.39,2745.82,1503.56
04-Nov-08,7942.57,5741.04,2791.56,1473.85
05-Nov-08,7591.64,5633.94,2727.82,1528.72
06-Nov-08,7514.14,5441.76,2648.22,1561.28
07-Nov-08,7635.41,5532.15,2661.53,1588.64
10-Nov-08,8118.43,5782.49,2727,1605.59
11-Nov-08,7530.88,5425.5,2609.83,1571.64
12-Nov-08,7257.53,5187.67,2542.19,1582.71
14-Nov-08,6951.32,5155.76,2439.61,1604.24
17-Nov-08,6868.41,4956.04,2405.71,1648.44
18-Nov-08,6626.5,4732.48,2336.5,1646.58
19-Nov-08,6396.76,4596.95,2350.24,1651.1
20-Nov-08,6209.38,4398.29,2252.97,1599.98
21-Nov-08,6556.37,4598.9,2305.12,1569.26
24-Nov-08,6554.72,4454.68,2314.35,1537.66
25-Nov-08,6386.68,4365,2282.02,1557.48
26-Nov-08,6405.26,4625.23,2297.75,1547.16
28-Nov-08,6387.32,4645.4,2330.56,1618.1
01-Dec-08,6145.41,4465.82,2222.33,1614.39
02-Dec-08,6021.49,4436.27,2154.75,1531.95
03-Dec-08,6086.58,4547.01,2173.11,1556.12
04-Dec-08,6506.98,4803.37,2243.11,1519.69
05-Dec-08,6408.77,4707.45,2248.32,1540.08
08-Dec-08,6529.39,4787.85,2280.48,1556.92
10-Dec-08,6824.14,4959.29,2375.42,1600.11
11-Dec-08,6810.27,5003.3,2377.61,1604.22
12-Dec-08,6827.54,5063.25,2377.29,1612.02
15-Dec-08,7044.48,5139.93,2423.52,1604.54
16-Dec-08,7109.88,5257.38,2461.69,1615.93
17-Dec-08,6835.42,5249.38,2441.77,1600.7
18-Dec-08,7140.2,5620.04,2516.49,1571.13
19-Dec-08,7196.28,5631.22,2561.63,1564.36
22-Dec-08,7125.03,5491.78,2526.7,1572.48
23-Dec-08,6868.03,5285.09,2464.01,1607.78
24-Dec-08,6801.04,5371.87,2405.46,1658.4
26-Dec-08,6600.27,5211.45,2364,1685.55
29-Dec-08,6682.43,5404.61,2349.14,1685.15
30-Dec-08,6877.72,5525.66,2421.64,1692.94
31-Dec-08,6911.12,5454.54,2444.71,1681.92
01-Jan-09,7238.21,5585.01,2520.88,1677.72
02-Jan-09,7286.83,5674.31,2521.09,1722.84
05-Jan-09,7493.25,5874.87,2553.82,1781.28
06-Jan-09,7513.5,5970.29,2592.47,1781.38
07-Jan-09,7008.77,5489.24,2498.32,1794.39
09-Jan-09,6679.42,5381.36,2523.51,1797.05
12-Jan-09,6436.65,5186.78,2498.18,1782.58
13-Jan-09,6394.92,5126.25,2494.19,1769.55
14-Jan-09,6508.71,5215.67,2550.15,1750.93
15-Jan-09,6399.27,4918.88,2526.7,1754.27
16-Jan-09,6516.26,5037.84,2552.02,1773.47
19-Jan-09,6602.53,4989.12,2542.44,1777.63
20-Jan-09,6470.89,4833.81,2476.47,1732.15
21-Jan-09,6273.76,4644.94,2443.26,1750.03
22-Jan-09,6172.79,4679.4,2404.77,1775.77
23-Jan-09,5995.89,4484.66,2370.7,1792.66
27-Jan-09,6089.07,4615.22,2411.5,1775.41
28-Jan-09,6274.01,4789.93,2440.58,1798.51
29-Jan-09,6148.16,4804.47,2473.26,1859.18
30-Jan-09,6256.61,4900.06,2500.23,1884.44
02-Feb-09,6086.16,4649.58,2465.09,1870.34
03-Feb-09,6099.06,4674.02,2461.99,1887.15
04-Feb-09,6106.91,4674.03,2465.58,1858.4
05-Feb-09,6017.11,4648.13,2416.68,1823.25
06-Feb-09,6069.1,4763.7,2447.68,1825.23
09-Feb-09,6286.98,4915.51,2486.18,1807.06
10-Feb-09,6484.3,4972.69,2511.14,1723.75
11-Feb-09,6472.95,4973.89,2531.28,1711.46
12-Feb-09,6388.95,4916.55,2555.06,1675.78
13-Feb-09,6547.42,5024.92,2612.22,1683.43
16-Feb-09,6249.48,4794.78,2585.16,1597.13
17-Feb-09,6131.89,4583.37,2541.81,1663.67
18-Feb-09,6128.76,4479.49,2548.59,1694.99
19-Feb-09,6071.56,4454.58,2572.96,1718.15
20-Feb-09,5953,4298.91,2544.47,1750.75
24-Feb-09,5924.27,4240.39,2546.04,1756.79
25-Feb-09,5902.84,4277.03,2622.38,1811.3
26-Feb-09,5923.48,4185.15,2694.3,1781.14
27-Feb-09,5897.92,4240.1,2682.51,1802.45
02-Mar-09,5726.86,4033.99,2655.72,1839.84
03-Mar-09,5644.14,3949.08,2618.18,1844.57
04-Mar-09,5624.87,3889.71,2642.23,1860.6
05-Mar-09,5476.75,3728.22,2613.9,1833.15
06-Mar-09,5561.35,3737.09,2597.37,1860.82
09-Mar-09,5453.49,3633.23,2599.15,1890.39
12-Mar-09,5562.47,3754.22,2695.27,1888.76
13-Mar-09,5788.85,3973.85,2774.28,1893.82
16-Mar-09,5919.9,4087.39,2824.72,1867.29
17-Mar-09,5896.8,4005.76,2854.77,1843.82
18-Mar-09,6084.4,4110.99,2890.55,1895.39
19-Mar-09,5924.97,4136.26,2870.08,1933.89
20-Mar-09,5774.24,4055.63,2832.33,1936.64
23-Mar-09,5938.26,4325.54,2898.96,1962.39
24-Mar-09,5984.39,4419.67,2900.28,1965.15
25-Mar-09,6094.91,4552.44,2912.95,1916.93
26-Mar-09,6425.38,4706.22,3001.22,1954.8
27-Mar-09,6508.17,4829.03,3067.78,1925.09
30-Mar-09,6260.3,4414.47,2988.65,1931.82
