Date,Infra,Bank,Auto,Metal
31-Mar-09,6466.03,4490.97,3061.67,1932.65
01-Apr-09,6463.26,4602.15,3081.72,1932.98
02-Apr-09,6807,4822.39,3166.92,1918.53
06-Apr-09,7062.37,4926.27,3280.58,1936.31
08-Apr-09,7275.91,4915.29,3323.61,1943.99
09-Apr-09,7371.08,5045.27,3294.69,1927.26
13-Apr-09,7492.3,5301.15,3384.74,1903.3
15-Apr-09,8043.45,5541.45,3515.31,1936.45
16-Apr-09,7645.51,5369.17,3422.95,1999.71
17-Apr-09,7842.15,5526.33,3428.13,2020.67
20-Apr-09,7982.24,5473.45,3451.55,2036.98
21-Apr-09,7791.31,5316.7,3364.41,2035.36
22-Apr-09,7573.11,5274.33,3289.55,2043.4
23-Apr-09,7787.3,5441.19,3418.37,2086.86
24-Apr-09,7946.46,5591.7,3475.51,2151.44
27-Apr-09,8071.54,5726.59,3450.73,2146.55
28-Apr-09,7735.21,5441.75,3399.02,2147.62
29-Apr-09,7908.75,5685.22,3498.24,2140.29
04-May-09,8374.17,6133.53,3659.73,2155.84
05-May-09,8522.04,6278.16,3665.66,2110.87
06-May-09,8442.97,6093.64,3636.12,2134.62
07-May-09,8573.92,6206.46,3680.71,2151.26
08-May-09,8507.29,6007.47,3652.02,2143.64
11-May-09,8296.13,5962.56,3631.99,2128.72
12-May-09,8521.91,6250.68,3695.96,2114.06
13-May-09,8473.82,6179.39,3679,2121.91
14-May-09,8377.37,6138.62,3701.63,2077.93
15-May-09,8676.35,6375.65,3742.86,2044.9
18-May-09,10576.5,7598.64,4162.5,2016.11
19-May-09,11245.89,8118.36,4313.9,1920.01
20-May-09,11411.9,7919.53,4516.63,1931.39
21-May-09,10794.96,7689.23,4423.14,1915.06
22-May-09,11108.25,7827.56,4378.81,1947.22
25-May-09,11135.97,7851.27,4427.58,1923.13
26-May-09,10795.12,7605.16,4320.12,1986.84
27-May-09,11252.46,8017.3,4432.22,1929.76
28-May-09,11448.72,8162.73,4458.66,1862.82
29-May-09,11921.39,8258.43,4610.61,1874.44
01-Jun-09,12004.84,8188.21,4700.05,1888.56
02-Jun-09,12041.78,8163.03,4764.3,1883.18
03-Jun-09,12159.43,8058.07,4792.11,1910.02
04-Jun-09,12551.73,8164.65,4814.1,1908.49
05-Jun-09,12922.44,8204.28,4934.06,1941.18
08-Jun-09,12511.43,7841.76,4802.85,1986.89
09-Jun-09,13016.84,8040.65,4902.15,1968.79
10-Jun-09,13466.82,8240.65,4977.1,1931.05
11-Jun-09,13294.91,8212.73,5018.98,1934.52
12-Jun-09,12992.66,8038.62,4897.83,1943.01
15-Jun-09,12517.21,8021.13,4794.71,1940.06
16-Jun-09,12677.57,8202.49,4839.19,1938.4
17-Jun-09,12176.65,8023.11,4718.81,1978.18
18-Jun-09,11722.64,7965.77,4675.43,2041.73
19-Jun-09,12259.94,8111.04,4723.81,2067.56
22-Jun-09,12303.85,8124.14,4671.23,2098.1
23-Jun-09,12258.41,7950.32,4645.32,2110.11
24-Jun-09,12567.68,7940.87,4721.72,2123.68
25-Jun-09,12579.06,7970.86,4618.81,2099.54
26-Jun-09,13103.61,8314.61,4670.66,2099.95
29-Jun-09,13217.54,8417.86,4650.4,2097.77
30-Jun-09,12797.27,8211.48,4558.43,2104.06
01-Jul-09,12900.57,8321.05,4615.76,2102.17
02-Jul-09,12770.31,8278.07,4573.98,2131.26
03-Jul-09,13013.06,8459.7,4612.81,2142.38
06-Jul-09,12099.76,7768.63,4459.96,2149.07
07-Jul-09,12301.85,7804.66,4634.89,2157.41
08-Jul-09,11680.32,7485.53,4624.12,2127.03
09-Jul-09,11555.1,7458.61,4626.91,2139.3
10-Jul-09,11291.12,7319.81,4567.12,2144.83
13-Jul-09,11021.64,7310.26,4449.97,2159.08
14-Jul-09,11474.77,7580.18,4570.17,2170.08
15-Jul-09,12016.15,7774.4,4728.79,2165.64
16-Jul-09,11818.18,7762.69,4821,2172.47
17-Jul-09,12139.36,8132.16,5069.86,2198.54
20-Jul-09,12395.79,8487.3,5155.21,2228.78
21-Jul-09,12373.06,8369.02,5161.06,2232.42
22-Jul-09,12141.46,8265.96,5077.9,2240.81
23-Jul-09,12394.35,8409.08,5274.23,2210.14
24-Jul-09,12578.88,8335.02,5545.3,2225.95
27-Jul-09,12665.93,8329.33,5517.28,2221.56
28-Jul-09,12662.17,8227.35,5622.99,2215.93
29-Jul-09,12440.16,8127.46,5595.6,2209.1
30-Jul-09,12465.13,8305.91,5643.75,2209.42
31-Jul-09,12595.94,8465.76,5713.68,2170.51
03-Aug-09,12825.22,8567.69,5976.45,2182.74
04-Aug-09,12788.75,8506.72,6006.83,2190.87
05-Aug-09,12724.12,8499.69,5940.11,2182.44
06-Aug-09,12454.37,8357.38,5676.95,2169.98
07-Aug-09,12157.02,8110.08,5457.09,2208.51
10-Aug-09,11909.91,8004.99,5210.27,2199.96
11-Aug-09,11967.9,8046.96,5370.48,2156.58
12-Aug-09,11917.47,8006.95,5389.92,2170.26
13-Aug-09,12417.75,8354.08,5627.82,2165.06
14-Aug-09,12347.4,8285.99,5569.22,2130.18
17-Aug-09,11881.17,7947.87,5303.5,2052.89
18-Aug-09,12313.5,8077.56,5393.24,2043.09
19-Aug-09,12223.49,7996.22,5277.76,2025.84
20-Aug-09,12345.87,8144.32,5414.82,1980.23
21-Aug-09,12481.76,8287.61,5537.94,2080.31
24-Aug-09,12913.48,8446.02,5698.83,2038.5
25-Aug-09,12982.85,8371.69,5725.7,2037.38
26-Aug-09,13028.96,8358.5,5729.34,2037.72
27-Aug-09,13179.9,8310.62,5743.59,1984.68
28-Aug-09,13331.37,8403.71,5815.07,1976.36
31-Aug-09,13151.15,8344.62,5878.23,1961.02
01-Sep-09,12935.62,8278.49,6022.44,1891.78
02-Sep-09,12772.07,8228.2,5940.58,1886.75
03-Sep-09,12698.22,8242.2,5908.94,1872.12
04-Sep-09,12989.09,8345.34,6079.27,1858.81
07-Sep-09,13209.76,8603.92,6228.2,1780.01
08-Sep-09,13294.6,8643.9,6167.57,1817.94
09-Sep-09,13188.48,8694.8,6113.25,1840.98
10-Sep-09,13192.09,8782.64,6066.95,1887.06
11-Sep-09,13271.55,8911.44,6030.39,1888.77
14-Sep-09,13198.59,8955.34,6092.85,1835
15-Sep-09,13395.06,9178.91,6234.94,1845.43
16-Sep-09,13476.74,9361.27,6373.85,1871.7
17-Sep-09,13550.67,9434.68,6467.21,1868.77
18-Sep-09,13594.11,9324.1,6603.1,1818.79
22-Sep-09,13713.37,9414.64,6668.53,1790.13
23-Sep-09,13500.92,9403.9,6597.46,1811.2
24-Sep-09,13553.19,9543.42,6553.53,1845.24
25-Sep-09,13477.32,9434.49,6525.56,1846.63
29-Sep-09,13521.91,9504.93,6525.47,1871.78
30-Sep-09,13757.19,9855.6,6664.25,1891.24
01-Oct-09,13730.74,9931.79,6603.19,1891.63
05-Oct-09,13620.91,9732.11,6486.86,1899.16
06-Oct-09,13822.93,9915.5,6523.02,1880.73
07-Oct-09,13886.86,9832.47,6456.13,1953.77
08-Oct-09,13885.37,9930.36,6563.16,1927.88
09-Oct-09,13687.81,9771.71,6450.01,1930.1
12-Oct-09,13856.08,10028.45,6544.91,1924.1
14-Oct-09,14185.34,10191.84,6694.04,1895.38
15-Oct-09,14197.69,10352.75,6702.52,1914.39
16-Oct-09,14267.8,10589.91,6618.28,1874.14
17-Oct-09,14265.96,10558.55,6640.35,1881.32
20-Oct-09,14093.32,10520.01,6653.49,1858.81
21-Oct-09,14021.05,10309.98,6496.46,1855.82
22-Oct-09,13644.31,10098.65,6429.69,1853.89
23-Oct-09,13447.45,10231.41,6466.93,1873.18
26-Oct-09,13316.06,10064.02,6451.35,1855.68
27-Oct-09,13070.74,9679.08,6351.65,1875.97
28-Oct-09,13156.11,9533.66,6291.89,1895.85
29-Oct-09,12932.69,9290.23,6248.52,1902.52
30-Oct-09,12873.48,9336.16,6307.2,1917.45
03-Nov-09,12462.02,9156.16,6235.73,1901.3
04-Nov-09,12591.38,9437.91,6398.76,1900.07
05-Nov-09,12769.35,9523.84,6522.51,1900.49
06-Nov-09,12985.81,9690.49,6518.39,1899.23
09-Nov-09,13140.2,10155.67,6621.68,1902.97
10-Nov-09,13066.55,10184,6607.13,1950.51
11-Nov-09,13374.69,10391.28,6743.97,1970.23
12-Nov-09,13396.23,10127.97,6677.02,1958.47
13-Nov-09,13421.6,10202.18,6777.49,1950.99
16-Nov-09,13514.3,10301.71,6974.21,1960.38
17-Nov-09,13556.87,10337.08,6965.42,1959.55
18-Nov-09,13466.87,10256.61,6967.59,1961.04
19-Nov-09,13332.68,10056.79,6873.84,1952.81
20-Nov-09,13421.45,10253.14,6923.7,1976.92
23-Nov-09,13436.48,10327.58,6955.32,1976.58
24-Nov-09,13434.84,10282.11,7055.84,1972.91
25-Nov-09,13502.25,10334.82,7082.29,1967.16
26-Nov-09,13361,10061.72,6972.99,1966.13
27-Nov-09,13117.92,9920.29,6944.29,2000.04
30-Nov-09,13321.16,10042.46,7016.66,1990.05
01-Dec-09,13439.31,10273.56,7220.24,1977.65
02-Dec-09,13391.83,10361.58,7316.17,1964.91
03-Dec-09,13383.45,10367.42,7293.39,1967.56
04-Dec-09,13347.43,10244.63,7186.23,1954.57
07-Dec-09,13439.62,10182.4,7126.75,1957.97
08-Dec-09,13595.15,10318.35,7177.86,1990.01
09-Dec-09,13569.33,10155.11,7227.7,2021.15
10-Dec-09,13790.01,10231.4,7180.89,2013.63
11-Dec-09,13877.95,10106.17,7199.17,2022.87
14-Dec-09,14010.25,9991.88,7255.24,1993.42
15-Dec-09,13792.04,9696.95,7115.14,1970.3
16-Dec-09,13815.92,9642.28,7174.31,1966.64
17-Dec-09,13773.06,9660.74,7195.23,1953.64
18-Dec-09,13686.33,9542.94,7214.52,1976.38
21-Dec-09,13462.7,9552.77,7105.63,1963.95
22-Dec-09,13525.91,9663.39,7117.66,2006.61
23-Dec-09,13930.02,9918.27,7248.39,2022.04
24-Dec-09,14017.08,9968.03,7356.81,2014.48
29-Dec-09,14059.47,10005.36,7358.12,2066.84
30-Dec-09,13962.44,10012.13,7365.31,2102.54
31-Dec-09,14116.69,10030.8,7435.83,2107.54
04-Jan-10,14219.01,10108.2,7575.76,2118.88
05-Jan-10,14277.5,10194.82,7556.92,2148
06-Jan-10,14228.95,10239.12,7531.01,2136.18
07-Jan-10,14201.17,10195.65,7401.54,2144.07
08-Jan-10,14285.55,10151.51,7396.26,2117
11-Jan-10,14331.81,10166.93,7464.05,2155.97
12-Jan-10,14241.79,9967.18,7473.46,2181.87
13-Jan-10,14226.94,9907.15,7424.29,2164.08
14-Jan-10,14335.08,9900.51,7445.07,2159.69
15-Jan-10,14249.32,9921.23,7442.79,2156.47
18-Jan-10,14267.22,10160.75,7569.43,2169.65
19-Jan-10,14210.86,10205.37,7516.53,2198.68
20-Jan-10,14234.68,10205.67,7549.06,2203.52
21-Jan-10,13501.46,9965.73,7441.79,2172.96
22-Jan-10,13322.21,9810.38,7401.97,2178.08
25-Jan-10,13378.57,9702.73,7243.92,2241.9
27-Jan-10,13001.16,9296.34,6897.71,2253.28
28-Jan-10,12961.17,9373.76,6927.27,2256.7
29-Jan-10,13125.06,9654.09,6953.2,2300.76
01-Feb-10,13170.84,9652.77,7070.85,2266.23
02-Feb-10,12978.53,9461.11,6968.34,2238.14
03-Feb-10,13253.71,9656.64,7091.48,2272.16
04-Feb-10,13102.23,9506.11,6941.36,2247.88
05-Feb-10,12796.12,9217.46,6800.53,2279.83
06-Feb-10,12910.54,9274.5,6864.29,2297.37
08-Feb-10,12982.84,9320.06,6849.76,2262.51
09-Feb-10,13075.23,9375.97,6869.75,2252.95
10-Feb-10,12917.28,9284.29,6817.25,2238.77
11-Feb-10,12997.39,9405.92,6963.15,2204.74
15-Feb-10,12984.97,9335.89,6939.89,2244.93
16-Feb-10,13116.97,9440,7035.11,2226.39
17-Feb-10,13279.09,9605.45,7119.36,2257.06
18-Feb-10,13219.57,9636.41,7068.34,2234.34
19-Feb-10,13143.87,9560.25,6998.24,2232.45
22-Feb-10,13150.93,9565.75,7006.9,2212.06
23-Feb-10,13164.7,9600.83,6879.71,2179.5
24-Feb-10,13165.67,9583.75,6850,2200.73
25-Feb-10,13333.25,9611.58,6846.66,2214
26-Feb-10,13474.86,9828.68,7170.99,2248.34
02-Mar-10,13732.73,10053.68,7478.81,2285.94
03-Mar-10,13782.22,10196.17,7544.67,2298.75
04-Mar-10,13848.45,10175.47,7553.42,2316.5
05-Mar-10,13885.26,10198.99,7553.2,2336.47
08-Mar-10,14008.51,10310.37,7688.14,2322.68
09-Mar-10,13891.14,10294.67,7619.09,2312.52
10-Mar-10,13869.64,10277.39,7644.04,2242.35
11-Mar-10,13869.76,10348.67,7571.07,2241.82
12-Mar-10,13784.03,10341.2,7572.64,2173.87
15-Mar-10,13634.19,10235.13,7518.5,2199.99
16-Mar-10,13864.28,10262.91,7631.63,2150.73
17-Mar-10,13994.39,10346.99,7599.53,2172.13
18-Mar-10,13955.86,10410.44,7594.1,2140.22
19-Mar-10,13978.41,10432.19,7629.37,2119.32
22-Mar-10,13891.5,10343.75,7497.42,2081.93
23-Mar-10,13931.78,10377.14,7458.68,2029.81
25-Mar-10,14082.94,10470.13,7493.14,2051.22
26-Mar-10,14074.4,10636.28,7624.31,2058.48
29-Mar-10,14169.54,10723.77,7667.04,2119.56
30-Mar-10,14138.9,10664.36,7659.67,2136.74
31-Mar-10,14081.74,10652.35,7671.24,2106.15
01-Apr-10,14274.64,10712.89,7664.9,2135.45
05-Apr-10,14337.48,10912.02,7818.5,2144.22
06-Apr-10,14412.23,10968.71,7738.43,2106.1
07-Apr-10,14410.26,10924.87,7823.21,2027.37
08-Apr-10,14258.18,10745.11,7717.61,2074.24
09-Apr-10,14458.52,10896.47,7815.83,2100.31
12-Apr-10,14278.07,10804.81,7749.38,2132.06
13-Apr-10,14262.55,10710.62,7646.81,2107.23
15-Apr-10,14063.3,10558.74,7627.36,2129.56
16-Apr-10,13984.1,10553.87,7588.26,2134.69
19-Apr-10,13890.7,10518.51,7507.07,2174.79
20-Apr-10,14026.48,10679.61,7596.09,2189.04
21-Apr-10,13946.13,10813.01,7679.49,2173.17
22-Apr-10,13936.11,10893.57,7748.57,2197.32
23-Apr-10,14107.16,11073.87,7770.56,2182.8
26-Apr-10,14147.81,11135.41,7754.38,2183.01
27-Apr-10,14115.94,11040.53,7691.72,2209.11
28-Apr-10,13911.07,10917.43,7613.47,2227.31
29-Apr-10,13954.08,11094.34,7683.55,2242.51
30-Apr-10,14028.78,11155.07,7799.85,2277.52
03-May-10,13860.42,11081.8,7767.94,2271.7
04-May-10,13625.62,10910.4,7688.18,2250.23
05-May-10,13519.56,10872.07,7692.08,2219.94
06-May-10,13383.87,10859.67,7637.41,2142.4
07-May-10,13248.48,10505.86,7515,2096.98
10-May-10,13530.11,10921.21,7764.43,2101.59
11-May-10,13365.46,10884.17,7732.86,2144.4
12-May-10,13352.41,10987.67,7727.36,2128.41
13-May-10,13466.22,11049.56,7888.87,2081.93
14-May-10,13226.85,10845.52,7792.42,2052.77
17-May-10,13596.79,10791.35,7693.15,2088.54
18-May-10,13816.78,10768.44,7659.52,2109.66
19-May-10,13564.23,10354.33,7395.68,2112.75
20-May-10,13589.53,10451.14,7356.13,2099.39
21-May-10,13385.52,10393.54,7398.62,2110.92
24-May-10,13532.58,10336.77,7337.07,2110.33
25-May-10,13114.04,10065.89,7151.6,2073.83
26-May-10,13355.6,10249.68,7296.32,2021.04
27-May-10,13573.86,10511.4,7449.22,2021.5
28-May-10,13662.65,10576.77,7558.43,1999.15
31-May-10,13657.42,10656.56,7699.94,2009.45
01-Jun-10,13419.87,10394.48,7596.24,2050.35
02-Jun-10,13572.57,10478.45,7728.32,2016.03
03-Jun-10,13790.05,10687.05,7845.28,2012.13
04-Jun-10,13808.5,10773.31,7894.44,1969.02
07-Jun-10,13554.13,10587.41,7757.99,1892.61
08-Jun-10,13505.29,10460.91,7683.32,1892.26
09-Jun-10,13596.86,10526.35,7710.23,1905.97
10-Jun-10,13791.66,10637.41,7940.31,1971.12
11-Jun-10,13931.12,10747.98,8018.3,1970.88
14-Jun-10,14070.06,10854.17,8026.36,1994.68
15-Jun-10,14219.12,10858.02,8007.66,2011.6
16-Jun-10,14209.37,10895.28,8110.83,1985.02
17-Jun-10,14462.22,10923.64,8186.2,2004.65
18-Jun-10,14551.28,10880.09,8135.37,1985.14
21-Jun-10,14808.15,11102.36,8257.34,1981.9
22-Jun-10,14701.56,11012.18,8222.12,1922.9
23-Jun-10,14498.94,11055.79,8277.5,1918.17
24-Jun-10,14611.07,10993.69,8283.81,1912.46
25-Jun-10,14471.41,10752.74,8208.53,1982.75
28-Jun-10,14680.93,10843.57,8305.97,1977.32
29-Jun-10,14628.18,10684.11,8235.4,1977.09
30-Jun-10,14710.04,10765.03,8323.3,1951.62
01-Jul-10,14574.33,10643.43,8220.57,1977.17
02-Jul-10,14494.34,10663.61,8184.44,1984.52
05-Jul-10,14454.31,10698.08,8190.63,1965.19
06-Jul-10,14536.26,10882.81,8251.68,1931.05
07-Jul-10,14461.88,10774.15,8183.04,1962.71
08-Jul-10,14629.95,10914.34,8261.97,1925.9
09-Jul-10,14652.26,11060.69,8368.82,1943.8
12-Jul-10,14761.57,11209.04,8368.77,1932.9
13-Jul-10,14907.44,11303.38,8393.49,1928.16
14-Jul-10,15075.61,11335.08,8353.18,1925.06
15-Jul-10,15010.36,11304.08,8343.19,1937.48
16-Jul-10,15009.95,11395.74,8336.87,1960.58
19-Jul-10,15042.83,11424.24,8316.67,1980.87
20-Jul-10,15048.47,11374.58,8259.08,2000.44
21-Jul-10,15151,11379.49,8327.6,1999.35
22-Jul-10,15259.55,11459.72,8430.92,2016.98
23-Jul-10,15331.18,11490.73,8413.35,2044.72
26-Jul-10,15216.43,11399.59,8139.73,2054.23
27-Jul-10,14925.34,11478.26,8337.96,2077.23
28-Jul-10,14796.6,11450.65,8393.03,2101.22
29-Jul-10,14759.87,11555.63,8433.95,2128.82
30-Jul-10,14591.67,11539.55,8424.2,2122.64
02-Aug-10,14689.35,11816.87,8453.38,2130.87
03-Aug-10,14582.65,11929.16,8445.85,2104.83
04-Aug-10,14749.18,11902.88,8468.86,2087.21
05-Aug-10,14750.08,11866.57,8496.17,2111.23
06-Aug-10,14687.79,11792.64,8532.78,2100.3
09-Aug-10,14772.1,11944.07,8630.5,2067.85
10-Aug-10,14793.09,11942.51,8639.53,2071.39
11-Aug-10,14681.08,11829.08,8640.48,2111.15
12-Aug-10,14655.37,12027.83,8741.61,2130.94
13-Aug-10,14689.79,12196.08,8776.41,2140.46
16-Aug-10,14557.41,12132.09,8761.47,2145.25
17-Aug-10,14515.69,12247.28,8761.91,2130.07
18-Aug-10,14562.18,12388.98,8873.38,2110.1
19-Aug-10,14686.68,12627.25,8892.44,2091.47
20-Aug-10,14887.65,12527.49,8874.83,2067.41
23-Aug-10,14964.66,12597.94,8915.34,2026.48
24-Aug-10,14870.79,12537.5,8893.93,1997.33
25-Aug-10,14792.77,12415.64,8765.76,1966.24
26-Aug-10,14889.69,12474.68,8783.84,1981.94
27-Aug-10,14722.82,12216.07,8710.05,1989.96
30-Aug-10,14631.6,12224.6,8741.49,1990.9
31-Aug-10,14524.53,12190.64,8813.79,2007.31
01-Sep-10,14663,12351.08,8838.05,1965.13
02-Sep-10,14732.17,12448.52,8890.06,1991.8
03-Sep-10,14730.29,12471.47,8970.48,1969.74
06-Sep-10,14847.31,12728.73,9123.61,1960.74
07-Sep-10,15039.13,12688.48,9096.85,1956.02
08-Sep-10,14971.47,12706.21,9079.38,1939.04
09-Sep-10,15094.78,12984.19,9096.55,1952.42
13-Sep-10,15222.71,13454.56,9153.73,1911.03
14-Sep-10,15307.57,13524.06,9278.8,1914.99
15-Sep-10,15315.81,13570.34,9256.3,1908.98
16-Sep-10,15372,13650.67,9215.03,1931.06
17-Sep-10,15511.4,13744.71,9275.97,1959.52
20-Sep-10,15701.03,13896.22,9397.32,1953.99
21-Sep-10,15876.5,13887.96,9407.4,1988.51
22-Sep-10,15726.51,13946.7,9414.92,2000.16
23-Sep-10,15734.84,13777.98,9419.07,1980.21
24-Sep-10,15841.98,13913.53,9507.88,1965.27
27-Sep-10,15908.62,13911.9,9553.88,1956.4
28-Sep-10,16056.77,13957.92,9568.97,1965.29
29-Sep-10,15984.28,13919.21,9576.73,1954.22
30-Sep-10,15995.46,14025.04,9527.64,1951.1
01-Oct-10,16426.34,14252.13,9756.96,1936.85
04-Oct-10,16384.03,14365.29,9818.75,1927.06
05-Oct-10,16377.18,14322.08,9891.5,1934.75
06-Oct-10,16533.07,14345.42,9934.37,1915.57
07-Oct-10,16325.56,14224.29,9828.91,1890.07
08-Oct-10,16248.5,14185.47,9700.87,1883.92
11-Oct-10,16254.69,14219.94,9887.79,1841.04
12-Oct-10,15997.29,14166.17,9878.25,1847.73
13-Oct-10,16426.36,14479.37,10015.87,1838.97
14-Oct-10,16107.37,14322.36,9950.89,1834.38
15-Oct-10,15904.64,14048.89,9751.91,1888.7
18-Oct-10,15963.5,14026.47,9738.12,1902.51
19-Oct-10,15836.2,13930.67,9765.58,1906.73
20-Oct-10,15868.36,13861.57,9710.97,1928.81
21-Oct-10,16118.09,14151.96,9807.17,1936.43
22-Oct-10,16077.71,14116.24,9729.48,1942.55
25-Oct-10,16119.74,14178.92,9849.28,1949.29
26-Oct-10,16084.95,14059.42,9933.73,1951.26
27-Oct-10,15929.03,13891.99,9916.83,1953.12
28-Oct-10,15843.7,13806.99,9941.91,1984.96
29-Oct-10,15818.85,14016.21,9909.91,1938.1
01-Nov-10,16163.48,14490.31,10004.84,1915.46
02-Nov-10,16393.39,14522.9,9952.29,1883.87
03-Nov-10,16495.96,14651.1,10072.4,1907.94
04-Nov-10,16672.6,14961.26,10241.05,1921.75
05-Nov-10,16701.69,15066.27,10329.96,1911.6
08-Nov-10,16616.48,14891.23,10290.75,1919.36
09-Nov-10,16692.61,14899.13,10300.88,1936.24
10-Nov-10,16573.36,14786.36,10416.29,1919.38
11-Nov-10,16352.18,14588.29,10336.57,1906.78
12-Nov-10,16048.47,14165.28,10125.81,1933.75
15-Nov-10,16049.29,14509.6,10209.8,1952.15
16-Nov-10,15602.93,14219.44,9983.56,1932.05
18-Nov-10,15741.02,13991.93,10122.87,1933.24
19-Nov-10,15625.49,13705.09,9940.93,1902.05
22-Nov-10,15672.28,14066.42,10117.35,1871.71
23-Nov-10,15624.49,13886.48,10110.95,1853.31
24-Nov-10,15434.69,13477.92,10116.46,1827.47
25-Nov-10,14990.06,13286.43,10056.09,1826.76
26-Nov-10,14806.12,13283.1,9866.48,1803
29-Nov-10,14989.05,13464.06,9963.3,1758.39
30-Nov-10,15055.04,13618.77,10099.95,1705.16
01-Dec-10,15489.09,14022.33,10291.92,1674.37
02-Dec-10,15449.01,14194.13,10261.33,1708.18
03-Dec-10,15426.6,14066.12,10291.94,1705.63
06-Dec-10,15451.46,13732.76,10325.48,1692.69
07-Dec-10,15464.04,13339.43,10333.42,1664.47
08-Dec-10,15294.2,13068.92,10236.29,1666.99
09-Dec-10,14961.02,12645.15,9895,1625.7
10-Dec-10,15053.93,13002.87,9921.76,1615.88
13-Dec-10,15306.54,13091.22,9981.48,1645.74
14-Dec-10,15449.14,13140.16,9961.45,1659.83
15-Dec-10,15376.92,12722.65,9873.78,1638.79
16-Dec-10,15333.01,12958.88,9890.72,1616.71
20-Dec-10,15312.64,12779.06,10118.62,1568.71
21-Dec-10,15320.99,13077.65,10168.38,1623.73
22-Dec-10,15227,13005.89,10153.36,1671.69
23-Dec-10,15093.12,13014.07,10069.36,1706.73
24-Dec-10,15195.57,13015.68,10017.28,1707.02
27-Dec-10,15184.74,13005.47,10007.14,1729.32
28-Dec-10,15142.69,12977.69,9971.74,1763.36
29-Dec-10,15223.49,13167.19,10054.29,1759.49
30-Dec-10,15346.18,13195.21,10140.9,1705.93
31-Dec-10,15415.08,13379.73,10235.41,1663.08
03-Jan-11,15483.23,13454.28,10218.25,1671.42
04-Jan-11,15446.19,13121.12,10162.24,1694.17
05-Jan-11,15198.77,12833.69,9964.24,1710.21
06-Jan-11,14912.81,12687.51,9806.13,1702.94
07-Jan-11,14681.68,12512.18,9486.47,1692.73
10-Jan-11,14165.33,12137.39,9283.75,1723.7
11-Jan-11,14196.83,12288.49,9318.54,1727.31
12-Jan-11,14171.52,12615.94,9506.57,1660.8
13-Jan-11,14084.25,12170.03,9478.15,1633.87
14-Jan-11,13818.04,11850.6,9259.02,1604.21
17-Jan-11,13656.24,11878.12,9251.64,1633.53
18-Jan-11,13681.76,12048.52,9292.24,1611.06
19-Jan-11,13517.77,12053.82,9301.54,1616.49
20-Jan-11,13515.1,12254.41,9298.58,1593.7
21-Jan-11,13538.18,12348.97,9309.41,1540.87
24-Jan-11,13668.85,12645.88,9387.88,1528.98
25-Jan-11,13706.97,12349.75,9289.52,1516.61
27-Jan-11,13512.8,12121.83,9168.31,1566.42
28-Jan-11,13099.18,11986.71,8841.9,1588.92
31-Jan-11,13526.03,12064.01,8894.58,1601.17
01-Feb-11,13188.88,11889.73,8643.23,1636.79
02-Feb-11,13062.42,11869.35,8635.02,1632.02
03-Feb-11,13390.47,12111.66,8755.25,1634.69
04-Feb-11,13100.03,11841.42,8571.46,1633.28
07-Feb-11,12954.9,11799.22,8581.57,1604.67
08-Feb-11,12707.45,11530.21,8350.09,1628.95
09-Feb-11,12379.48,11477.73,8210.74,1621.07
10-Feb-11,12383.81,11442.33,8278.97,1603.35
11-Feb-11,12636.25,11842.9,8490.82,1610.31
14-Feb-11,13301.26,12242.39,8812.73,1638.34
15-Feb-11,13068.59,12429.32,8875.58,1648.24
16-Feb-11,13141.94,12450.75,8842.59,1727.06
17-Feb-11,13396.16,12637.93,8930.76,1700.67
18-Feb-11,13132.51,12419.72,8717.71,1678.76
21-Feb-11,13207.34,12543.13,8614.9,1679.1
22-Feb-11,12927.75,12311.27,8448.72,1680.03
23-Feb-11,12871.74,12096.34,8488.18,1705.45
24-Feb-11,12386.74,11616.59,8189.39,1705.46
25-Feb-11,12325.46,11832.23,8251.04,1672.04
28-Feb-11,12399.76,11840.34,8252.92,1644.21
01-Mar-11,12918.87,12355.22,8718.22,1615.87
03-Mar-11,13222.99,12379.13,8880.28,1585.55
04-Mar-11,12950.74,12444.59,8919.29,1582.07
07-Mar-11,12644.92,12245.52,8691.98,1550.73
08-Mar-11,12698.33,12427.24,8791.63,1533.66
09-Mar-11,12749.52,12457.75,8854.54,1488.65
10-Mar-11,12739.6,12313.14,8850.22,1503.29
11-Mar-11,12558.91,12192.75,8767.53,1474.22
14-Mar-11,12646.73,12358.31,8828.14,1478.19
15-Mar-11,12395.66,12176.67,8648.95,1461.28
16-Mar-11,12501.6,12438.34,8771.05,1517.54
17-Mar-11,12478.24,12340.53,8659.47,1496.83
18-Mar-11,12372.27,12184.29,8485.3,1492.95
21-Mar-11,12332.08,12189.54,8462.25,1540.17
22-Mar-11,12440.15,12237.16,8591.63,1578.04
23-Mar-11,12575.55,12463.22,8597.51,1568.82
24-Mar-11,12735.02,12583.59,8717.68,1576.56
25-Mar-11,13018.99,12926.07,8848,1541.93
28-Mar-11,13184.49,13081.84,8982.42,1525.95
29-Mar-11,13199.25,13173.07,9119.49,1471.98
30-Mar-11,13255.14,13393.32,9255.31,1485.04
31-Mar-11,13233.89,13299.77,9290.75,1463.65
01-Apr-11,13345.18,13189.85,9355.86,1452.03
04-Apr-11,13662.2,13424.42,9527.37,1422.66
05-Apr-11,13665.24,13409.77,9558.58,1405.68
06-Apr-11,13649.6,13351.89,9583.31,1362.38
